26.3586,40.1377,49.7453,61.2504,69.9616,
20.5518,42.8582,40.2898,62.3749,91.833,
25.9227,38.523,43.3751,81.8163,68.3926,
19.6278,43.8392,49.0598,48.8076,105.841,
20.9969,31.7184,66.0348,85.7183,79.5151,
20.7035,30.2613,37.9319,42.1952,61.4651,
21.7333,34.1253,32.4514,109.781,88.7093,
22.1269,34.5017,49.8921,60.6911,74.6857,
22.3677,37.9705,59.9213,72.0171,100.503,
23.5748,35.4979,54.8595,68.2679,170.701,
23.434,40.7579,46.0639,98.2703,139.695,
22.8189,29.8098,63.5324,53.415,52.1664,
21.4168,27.2353,52.5616,77.4848,54.216,
22.1466,40.1894,47.381,46.8946,57.6924,
21.6007,30.946,46.7628,48.2355,102.616,
22.5688,44.6673,50.6987,63.5536,74.7011,
23.3242,40.5708,54.7031,70.0092,82.1055,
20.2466,38.8646,46.6598,77.2928,89.8682,
20.8626,29.8328,36.4579,71.609,103.343,
20.4882,44.7865,43.624,58.3348,80.1452,
22.1545,35.0384,52.3149,57.9679,80.5263,
19.9551,35.5067,39.8311,56.4188,59.9554,
21.9723,37.5377,62.6985,95.5164,148.239,
22.0404,41.4986,41.0483,39.7088,58.9292,
21.6669,38.9555,45.2035,39.2546,36.354,
21.0152,33.6561,52.7495,53.2736,43.571,
21.0156,42.0619,46.6294,39.4868,92.0984,
20.6082,32.7722,60.5159,84.738,68.2224,
21.8036,29.5677,66.151,76.9775,60.331,
20.8802,53.3627,57.911,53.9291,75.5373,
21.5133,51.3954,63.0132,66.2193,91.9258,
21.9097,47.9432,39.1753,67.0434,59.239,
20.9924,38.7523,35.7529,71.9841,58.114,
22.5322,31.6671,38.8292,69.2561,88.0931,
22.3229,33.9505,32.1635,43.8865,44.1212,
23.3016,50.6838,49.6843,43.2348,51.6372,
21.2552,40.3602,51.8269,53.6293,86.5706,
22.5483,31.9134,39.1394,51.8957,85.278,
22.1349,32.0128,80.9029,67.483,96.0905,
22.481,38.3079,40.6328,65.2311,69.8321,
19.6733,44.0717,63.6191,84.0045,81.9115,
21.9759,40.2493,48.8047,55.3765,65.9924,
23.389,36.9774,39.4809,43.7542,114.495,
22.0608,47.7551,44.3865,65.7436,39.7415,
21.4566,49.3703,44.8416,77.622,71.8892,
23.0801,35.114,57.6859,80.4421,56.0631,
21.2972,34.4027,53.1551,59.7438,90.1852,
23.1418,35.1006,64.6282,58.5376,54.3209,
21.1531,49.7872,53.2402,67.3912,66.8412,
21.2565,40.5594,38.4767,52.3132,88.9338,
22.5126,47.1917,73.4884,67.897,61.1923,
22.0537,45.7259,46.6263,56.5335,57.452,
19.9333,35.9698,47.837,35.7363,75.9926,
20.1581,41.1297,70.6556,109.587,60.9752,
20.8572,38.0059,53.4488,90.5593,95.5247,
21.3227,37.1259,45.7579,76.6427,72.3509,
21.7619,53.1082,52.8425,86.8559,120.41,
21.811,33.6644,57.6751,49.5061,68.5499,
22.4455,45.5196,44.9121,43.8637,57.5759,
21.2446,38.2888,49.5792,43.3137,89.9514,
21.7031,38.2711,56.3922,79.4789,82.8249,
22.2636,31.785,46.742,71.4187,58.2815,
22.313,46.207,39.0126,78.2827,50.668,
21.8176,29.0446,47.097,106.932,83.2024,
20.0693,43.1514,35.4904,71.8991,75.9178,
22.6702,36.8388,42.2349,53.7263,46.3882,
21.7327,38.4611,36.9853,51.192,57.8382,
21.0575,26.4406,49.7759,46.6472,56.9535,
22.7102,40.7844,36.491,119.52,155.288,
21.3279,44.8094,50.4229,44.5403,71.8697,
22.5476,37.433,44.6938,53.4887,83.7794,
23.2438,52.5924,45.4167,83.1852,61.5503,
21.9062,44.2242,34.0232,76.9392,42.4598,
22.5345,46.6883,38.8948,66.342,98.0167,
20.8533,45.2521,33.1238,43.1367,80.7942,
22.4167,43.4148,42.0564,66.0087,96.4175,
22.6792,32.5882,36.7549,70.9226,88.626,
21.827,51.5137,60.9129,50.7891,47.2211,
22.2348,47.6943,64.0239,55.4009,87.9437,
22.2486,31.6311,46.8152,55.6186,73.2192,
22.7578,38.9043,40.3823,43.0301,89.3622,
21.9801,41.9948,58.9992,54.5048,53.4083,
21.0587,33.8181,44.2846,58.2648,74.1253,
21.8134,27.6318,35.8667,46.2531,86.9504,
21.9641,40.1911,46.2679,47.6316,116.554,
20.0987,37.5997,44.7162,85.9974,66.5998,
19.7974,40.939,53.0358,60.6547,59.8901,
22.7794,39.9822,41.5812,50.426,55.2327,
21.8543,36.2204,29.8016,43.6224,59.2884,
22.5173,50.5321,40.6355,76.5966,108.182,
21.5326,43.3305,45.311,48.6838,68.3014,
20.6953,35.523,37.4732,87.0739,56.8725,
23.361,50.7696,58.5832,111.073,58.4816,
22.6669,43.0721,85.9752,74.9512,104.56,
22.1516,44.9987,56.7908,40.1517,97.2591,
20.8082,43.3359,37.7455,65.8177,68.8,
22.6882,28.7934,41.8669,65.7433,86.6968,
21.6932,47.6385,78.7858,65.055,83.5906,
22.2866,32.9477,63.6792,96.2266,88.8716,
22.373,31.5582,44.7155,40.2157,61.2643,
